workerid	noun	distractorValues	item	slide_number	imgs	predicate2	predicate1	response	condition
7	ball	[u'red', u'striped', u'green', u'spotted']	[u'blue', u'checkered']	5	[[u'blue_striped_ball.png', u'other'], [u'blue_checkered_ball.png', u'target'], [u'red_checkered_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'green_checkered_ball.png', u'other']]	checkered	blue	0.9	filler
7	cup	[u'blue', u'wooden', u'green', u'plastic']	[u'red', u'glass']	6	[[u'green_plastic_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'green_glass_cup.png', u'other'], [u'red_glass_cup.png', u'target'], [u'red_wooden_cup.png', u'other'], [u'blue_plastic_cup.png', u'other']]	glass	red	0.91	filler
7	ball	[u'blue', u'spotted', u'green', u'striped']	[u'red', u'solid']	7	[[u'blue_solid_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'red_solid_ball.png', u'target'], [u'green_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'blue_solid_ball.png', u'other']]	red	solid	1	first_informative
7	cup	[u'blue', u'wooden', u'red', u'metal']	[u'green', u'plastic']	8	[[u'green_wooden_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'green_plastic_cup.png', u'target'], [u'green_metal_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'green_wooden_cup.png', u'other']]	plastic	green	0.89	second_informative
7	ball	[u'red', u'checkered', u'blue', u'spotted']	[u'green', u'solid']	9	[[u'green_spotted_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'green_solid_ball.png', u'target'], [u'green_checkered_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'red_solid_ball.png', u'other']]	green	solid	1	second_informative
7	cup	[u'red', u'plastic', u'blue', u'glass']	[u'green', u'wooden']	10	[[u'blue_glass_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'green_wooden_cup.png', u'target'], [u'blue_wooden_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'red_wooden_cup.png', u'other']]	green	wooden	0.11	first_informative
7	cup	[u'green', u'metal', u'blue', u'plastic']	[u'red', u'wooden']	11	[[u'blue_plastic_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'red_wooden_cup.png', u'target'], [u'green_wooden_cup.png', u'other'], [u'red_metal_cup.png', u'other']]	red	wooden	0.09	filler
7	cup	[u'blue', u'plastic', u'red', u'wooden']	[u'green', u'glass']	12	[[u'red_wooden_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'green_glass_cup.png', u'target'], [u'green_plastic_cup.png', u'other'], [u'green_wooden_cup.png', u'other']]	glass	green	0.88	second_informative
7	ball	[u'green', u'checkered', u'red', u'striped']	[u'blue', u'spotted']	13	[[u'red_striped_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'blue_spotted_ball.png', u'target'], [u'green_spotted_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'red_spotted_ball.png', u'other']]	blue	spotted	0.09	first_informative
7	cup	[u'blue', u'glass', u'green', u'metal']	[u'red', u'plastic']	14	[[u'red_plastic_cup.png', u'target'], [u'red_glass_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'blue_plastic_cup.png', u'other']]	red	plastic	0.07	filler
7	ball	[u'blue', u'solid', u'green', u'striped']	[u'red', u'spotted']	15	[[u'red_solid_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'red_spotted_ball.png', u'target']]	spotted	red	0.85	first_informative
7	cup	[u'red', u'glass', u'blue', u'plastic']	[u'green', u'metal']	16	[[u'red_metal_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'green_glass_cup.png', u'other'], [u'green_metal_cup.png', u'target'], [u'red_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'blue_metal_cup.png', u'other']]	metal	green	0.88	first_informative
7	cup	[u'red', u'glass', u'green', u'metal']	[u'blue', u'wooden']	17	[[u'green_metal_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'blue_wooden_cup.png', u'target'], [u'blue_metal_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'red_wooden_cup.png', u'other']]	blue	wooden	0.08	second_informative
7	ball	[u'green', u'striped', u'blue', u'spotted']	[u'red', u'checkered']	18	[[u'green_spotted_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'red_checkered_ball.png', u'target'], [u'blue_spotted_ball.png', u'other'], [u'green_checkered_ball.png', u'other']]	red	checkered	0.17	filler
7	ball	[u'green', u'checkered', u'red', u'spotted']	[u'blue', u'striped']	19	[[u'blue_checkered_ball.png', u'other'], [u'blue_striped_ball.png', u'target'], [u'blue_checkered_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'blue_spotted_ball.png', u'other']]	striped	blue	0.86	second_informative
7	ball	[u'blue', u'striped', u'red', u'spotted']	[u'green', u'checkered']	20	[[u'blue_spotted_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'green_checkered_ball.png', u'target'], [u'blue_checkered_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'blue_checkered_ball.png', u'other']]	green	checkered	0.13	filler
7	cup	[u'green', u'wooden', u'red', u'metal']	[u'blue', u'glass']	21	[[u'blue_wooden_cup.png', u'other'], [u'blue_glass_cup.png', u'target'], [u'green_glass_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'other']]	blue	glass	0.09	second_informative
7	ball	[u'red', u'solid', u'blue', u'spotted']	[u'green', u'striped']	22	[[u'green_solid_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'green_striped_ball.png', u'target'], [u'blue_spotted_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_solid_ball.png', u'other']]	striped	green	0.87	second_informative
7	ball	[u'green', u'striped', u'red', u'spotted']	[u'blue', u'solid']	23	[[u'green_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'blue_solid_ball.png', u'target'], [u'red_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'blue_striped_ball.png', u'other']]	solid	blue	0	first_informative
7	ball	[u'green', u'spotted', u'blue', u'solid']	[u'red', u'striped']	24	[[u'red_spotted_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'red_striped_ball.png', u'target'], [u'red_solid_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'red_spotted_ball.png', u'other']]	red	striped	0.13	second_informative
7	ball	[u'blue', u'striped', u'red', u'checkered']	[u'green', u'spotted']	25	[[u'red_checkered_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'green_spotted_ball.png', u'target'], [u'blue_spotted_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'blue_checkered_ball.png', u'other']]	spotted	green	0.1	filler
7	cup	[u'blue', u'glass', u'green', u'wooden']	[u'red', u'metal']	26	[[u'red_glass_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'red_metal_cup.png', u'target'], [u'blue_glass_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'blue_metal_cup.png', u'other']]	metal	red	0.9	filler
8	ball	[u'red', u'solid', u'blue', u'spotted']	[u'green', u'checkered']	3	[[u'green_solid_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'green_checkered_ball.png', u'target'], [u'blue_spotted_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_solid_ball.png', u'other']]	checkered	green	0	second_informative
8	cup	[u'red', u'wooden', u'blue', u'plastic']	[u'green', u'metal']	4	[[u'red_wooden_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'green_metal_cup.png', u'target'], [u'red_metal_cup.png', u'other'], [u'blue_plastic_cup.png', u'other']]	metal	green	1	filler
8	cup	[u'red', u'metal', u'green', u'wooden']	[u'blue', u'glass']	5	[[u'blue_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'green_glass_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'blue_glass_cup.png', u'target'], [u'blue_metal_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'green_wooden_cup.png', u'other']]	blue	glass	0	filler
8	cup	[u'red', u'metal', u'blue', u'glass']	[u'green', u'wooden']	6	[[u'red_wooden_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'blue_wooden_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'green_wooden_cup.png', u'target'], [u'green_metal_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'red_metal_cup.png', u'other']]	wooden	green	0	filler
8	ball	[u'green', u'striped', u'red', u'spotted']	[u'blue', u'checkered']	7	[[u'red_spotted_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'blue_checkered_ball.png', u'target']]	checkered	blue	1	first_informative
8	ball	[u'blue', u'checkered', u'green', u'striped']	[u'red', u'solid']	8	[[u'red_solid_ball.png', u'target'], [u'green_striped_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'red_striped_ball.png', u'other']]	red	solid	1	second_informative
8	ball	[u'red', u'checkered', u'green', u'striped']	[u'blue', u'solid']	9	[[u'green_striped_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'blue_solid_ball.png', u'target'], [u'blue_checkered_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'blue_checkered_ball.png', u'other']]	blue	solid	1	second_informative
8	cup	[u'red', u'metal', u'green', u'plastic']	[u'blue', u'wooden']	10	[[u'red_wooden_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'blue_wooden_cup.png', u'target'], [u'green_wooden_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'red_wooden_cup.png', u'other']]	wooden	blue	1	first_informative
8	cup	[u'green', u'glass', u'blue', u'plastic']	[u'red', u'metal']	11	[[u'green_metal_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'red_metal_cup.png', u'target'], [u'blue_metal_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'red_glass_cup.png', u'other']]	red	metal	0	first_informative
8	ball	[u'blue', u'solid', u'green', u'spotted']	[u'red', u'checkered']	12	[[u'red_solid_ball.png', u'other'], [u'red_checkered_ball.png', u'target'], [u'red_spotted_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'blue_checkered_ball.png', u'other']]	checkered	red	1	second_informative
8	ball	[u'red', u'solid', u'green', u'spotted']	[u'blue', u'striped']	13	[[u'red_solid_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'blue_striped_ball.png', u'target'], [u'red_striped_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'green_striped_ball.png', u'other']]	blue	striped	1	filler
8	cup	[u'green', u'wooden', u'blue', u'metal']	[u'red', u'plastic']	14	[[u'green_plastic_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'target'], [u'blue_plastic_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'green_plastic_cup.png', u'other']]	plastic	red	1	first_informative
8	cup	[u'blue', u'wooden', u'green', u'metal']	[u'red', u'glass']	15	[[u'red_metal_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'red_wooden_cup.png', u'other'], [u'red_glass_cup.png', u'target']]	glass	red	1	second_informative
8	cup	[u'red', u'glass', u'blue', u'metal']	[u'green', u'plastic']	16	[[u'green_glass_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'green_glass_cup.png', u'other'], [u'red_metal_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'green_plastic_cup.png', u'target'], [u'green_glass_cup.png', u'other'], [u'blue_metal_cup.png', u'other'], [u'red_plastic_cup.png', u'other']]	green	plastic	1	filler
8	ball	[u'blue', u'spotted', u'green', u'solid']	[u'red', u'striped']	17	[[u'red_spotted_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'green_solid_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'red_striped_ball.png', u'target'], [u'blue_spotted_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'blue_solid_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'red_spotted_ball.png', u'other']]	red	striped	1	filler
8	ball	[u'blue', u'spotted', u'red', u'checkered']	[u'green', u'striped']	18	[[u'blue_striped_ball.png', u'other'], [u'green_striped_ball.png', u'target'], [u'green_spotted_ball.png', u'other'], [u'blue_checkered_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'blue_spotted_ball.png', u'other']]	striped	green	0	filler
8	ball	[u'red', u'checkered', u'blue', u'striped']	[u'green', u'solid']	19	[[u'blue_solid_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'red_solid_ball.png', u'other'], [u'blue_striped_ball.png', u'other'], [u'green_solid_ball.png', u'target'], [u'red_checkered_ball.png', u'other'], [u'red_striped_ball.png', u'other'], [u'green_checkered_ball.png', u'other'], [u'red_solid_ball.png', u'other']]	solid	green	0	filler
8	ball	[u'red', u'checkered', u'green', u'striped']	[u'blue', u'spotted']	20	[[u'green_spotted_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'blue_spotted_ball.png', u'target'], [u'red_spotted_ball.png', u'other'], [u'blue_checkered_ball.png', u'other']]	blue	spotted	1	first_informative
8	cup	[u'blue', u'glass', u'green', u'plastic']	[u'red', u'wooden']	21	[[u'blue_wooden_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'red_glass_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_wooden_cup.png', u'target'], [u'red_plastic_cup.png', u'other'], [u'green_plastic_cup.png', u'other']]	wooden	red	0	second_informative
8	ball	[u'blue', u'checkered', u'green', u'striped']	[u'red', u'spotted']	22	[[u'blue_spotted_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'red_checkered_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_striped_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'green_spotted_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'red_spotted_ball.png', u'target']]	spotted	red	0	first_informative
8	cup	[u'red', u'wooden', u'green', u'glass']	[u'blue', u'plastic']	23	[[u'green_glass_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'blue_plastic_cup.png', u'target'], [u'green_plastic_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'blue_wooden_cup.png', u'other']]	blue	plastic	1	first_informative
8	cup	[u'green', u'glass', u'red', u'plastic']	[u'blue', u'metal']	24	[[u'blue_glass_cup.png', u'other'], [u'red_plastic_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'blue_metal_cup.png', u'target'], [u'blue_plastic_cup.png', u'other'], [u'green_metal_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'blue_plastic_cup.png', u'other'], [u'blue_plastic_cup.png', u'other']]	blue	metal	1	second_informative
8	cup	[u'blue', u'wooden', u'red', u'plastic']	[u'green', u'glass']	25	[[u'green_plastic_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'blue_glass_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'green_glass_cup.png', u'target'], [u'red_plastic_cup.png', u'other'], [u'green_plastic_cup.png', u'other'], [u'green_wooden_cup.png', u'other'], [u'green_wooden_cup.png', u'other']]	green	glass	1	second_informative
8	ball	[u'blue', u'solid', u'red', u'striped']	[u'green', u'spotted']	26	[[u'red_striped_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'red_spotted_ball.png', u'other'], [u'green_spotted_ball.png', u'target'], [u'green_solid_ball.png', u'other'], [u'blue_spotted_ball.png', u'other'], [u'blue_spotted_ball.png', u'other']]	green	spotted	1	first_informative
